,Market_1_Price,Market_2_Price,Transmission System Electricity Demand [MW],Wind Generation [MW],Solar Generation [MW],Coal Generation [MW],Gas Generation [MW]
10/27/18 5:00,55.44,61.86,23780,11540,0.0118,0,1656.83333333333
10/27/18 5:30,50.13,50.39,25325,11476.25,0.00304,0,2817.33333333333
10/27/18 6:00,60.56,62.96,27488,11414.25,0,0,5334.25
10/27/18 6:30,57.89,58.06,29021,11312.5,0.0000402,0,6688.25
10/27/18 7:00,61.76,63.12,30738,11205.5,6.66,0,8262.5
10/27/18 7:30,62.02,65.12,31223,11055,221,0,9099
10/27/18 8:00,66.23,72.71,31865,10995,870,0,9348.25
10/27/18 8:30,66.59,67.16,31680,10886,1860,0,9352.25
10/27/18 9:00,66.87,64.23,31293,10883.5,2640,0,9350.5
10/27/18 9:30,66.75,65.22,30815,10955.25,3270,0,9105.33
10/27/18 10:00,57.41,57.11,30340,10910.25,3560,0,8675.25
10/27/18 10:30,57.23,53.71,30300,11059.25,3970,0,8618.25
10/27/18 11:00,56.42,52.56,30313,11021.75,4110,0,8863.25
10/27/18 11:30,55.13,56.78,30238,10935.25,4040,0,8422.25
10/27/18 12:00,57.02,57.64,30098,10841.75,3790,0,8624.5
10/27/18 12:30,57.11,56.32,29969,10666,3550,0,8882.79166666666
10/27/18 13:00,57.69,56.93,30245,10523.75,2840,0,8857
10/27/18 13:30,57.5,57.44,30344,10335.75,2540,0,8803.41666666666
10/27/18 14:00,71.19,70.38,30850,10268.75,2370,0,8865
10/27/18 14:30,68.87,69.41,31139,10327.25,2090,0,9322.5
10/27/18 15:00,68.94,78.74,32165,10306.75,1670,123.666666666666,10532.9166666666
10/27/18 15:30,70.13,79.45,33560,10204.5,1130,223.5,11269.5833333333
10/27/18 16:00,74.02,80.75,35336,10270,604,432.75,11610.5
10/27/18 16:30,74.02,79.49,36689,10335.5,156,497,11609.75
10/27/18 17:00,78.26,85.1,37621,10601.25,7.99,497,11617.5
10/27/18 17:30,78.49,88.67,37348,10683,0.000319,497,11623.5
10/27/18 18:00,66.14,77.01,36526,10650,0.00899,497,11630.25
10/27/18 18:30,63.14,70.8,35215,10659.25,0.0135,489.25,11440
10/27/18 19:00,63.79,70,34120,10565.5,0,227.666666666666,10591
10/27/18 19:30,63.9,69.5,33062,10530.25,0.016,0,10117.25
10/27/18 20:00,64.44,70.86,31852,10387.75,0.00334,0,9943
10/27/18 20:30,60.5,65.96,30557,10243.25,0.0119,0,9588.875
10/27/18 21:00,59.6,61.45,29259,10056.25,0.0237,0,8839.125
10/27/18 21:30,59.89,65.11,27813,9921.25,0,0,8021.5
10/27/18 22:00,57.68,62.65,26243,9785.25,0,0,6371.30333333333
10/27/18 22:30,57.86,61.89,24833,9632.75,0.000405,0,5349
10/27/18 23:00,54.36,60.74,23643,9750,0,0,4457.125
10/27/18 23:30,54.57,57.12,23142,9528.25,0.00763,0,4294
10/28/18 0:00,52.11,58.11,22982,9397.37593659721,0.00904,0,4294
10/28/18 0:30,51.63,58.07,23313,9203.5,0.00303,0,4294
10/28/18 1:00,51.51,52.84,23185,9334.83333333333,0.00242,0,4294
10/28/18 1:30,51.63,56.56,22702,9064.25,0.017,0,4294
10/28/18 2:00,50.47,56.8,22382,8923.25,0.00285,0,4137.75
10/28/18 2:30,49.8,53.04,22157,8785.75,0.00416,0,4037
10/28/18 3:00,47.99,51.42,21787,8710.5,0,0,3327
10/28/18 3:30,49.24,52.85,21564,8414,0.00242,0,3307
10/28/18 4:00,49.64,56.01,21420,8420,0.00503,0,3309.16666666666
10/28/18 4:30,49.67,56.14,21497,8360.75,0.00659,0,3384.25
10/28/18 5:00,54.84,57.95,21822,8109.75,0.00786,0,4171.75
10/28/18 5:30,55.11,59.21,22383,7857.75,0,0,4503
10/28/18 6:00,52.1,57.15,23522,7659.75,0,0,4452.79166666666
10/28/18 6:30,53.74,59.79,24394,7497.75,0.00431,0,5002.5
10/28/18 7:00,56.37,56.75,25818,7201,0.0923,0,6630.41666666666
10/28/18 7:30,55.79,60.39,26957,7041.75,83.6,0,7489.75
10/28/18 8:00,58.51,64.34,28494,6883.5,511,0,9237
10/28/18 8:30,58.2,54.9,29462,6647.25,1030,0,10001.75
10/28/18 9:00,61.71,56.94,30011,6398.25,1870,0,10508.25
10/28/18 9:30,66.36,62.61,29905,6260.41666666666,2880,0,10753.3333333333
10/28/18 10:00,66.59,64.66,29792,6188,3790,0,11259.3333333333
10/28/18 10:30,65.42,63.86,29276,6026.91666666666,4580,0,11784.5833333333
10/28/18 11:00,70.25,72.01,29126,5847,5050,0,12111.25
10/28/18 11:30,64.05,62.84,29189,5551,5440,0,12455.9166666666
10/28/18 12:00,62.1,63.41,29667,5366.75,5460,0,12696
10/28/18 12:30,59.25,57.71,29882,5200.25,5080,0.5,12902.75
10/28/18 13:00,62.56,63.31,30133,5030.25,4320,48,12962.6666666666
10/28/18 13:30,59.87,59.67,30494,4885.25,4580,172.25,13414.99
10/28/18 14:00,58.27,59.39,30909,4855.25,3370,405.5,13472.3333333333
10/28/18 14:30,59.69,60.75,31459,4798.75,3260,1005.08333333333,13993.0333333333
10/28/18 15:00,64.35,72.52,32724,4763.5,2840,1466,14134.75
10/28/18 15:30,66.6,71.69,34063,4812.25,2060,1864.5,14669.15
10/28/18 16:00,69.71,80.38,35797,4804.25,1190,2365.5,15849
10/28/18 16:30,80.09,85.39,37660,4610,328,2542,16543.875
10/28/18 17:00,109.75,117.63,40305,4691,17.8,2832,17163
10/28/18 17:30,109.4,119.18,40551,4859.75,0.0211,2917,17217
10/28/18 18:00,104.59,115.6,39754,4812.5,0.0223,2932,17221.25
10/28/18 18:30,99.61,105.44,39110,4927.5,0.0291,2932,16954.5384615384
10/28/18 19:00,76.54,83.62,38168,5225.5,0.0391,2834.25,16866
10/28/18 19:30,68.29,73.87,37024,5279.25,0.00292,1888.41666666666,16344.7083333333
10/28/18 20:00,65.56,77.51,35834,5460.25,0.00224,927,15864.1666666666
10/28/18 20:30,65.01,73.59,34635,5540,0.00534,302.666666666666,15268.75
10/28/18 21:00,63.48,64.91,33192,5691.75,0.0562,0,13991.7083333333
10/28/18 21:30,63.45,65.05,31386,5626.25,0.0025,0,12555.75
10/28/18 22:00,61.83,64.17,29594,5627.5,0.0488,0,12050.875
10/28/18 22:30,61.24,62.54,28000,5714.75,0.00518,0,10989.9083333333
10/28/18 23:00,59.23,61.94,26281,1141,0,0,0
10/28/18 23:30,58.58,64.62,25394,1151,0,0,0
10/29/18 0:00,58.83,63.04,25092,5826.75,0,0,6497.5
10/29/18 0:30,59.04,63.81,25410,5821.25,0.00534,0,6477
10/29/18 1:00,55.74,57.08,25146,5646.5,0,0,6355.25
10/29/18 1:30,55.25,56.17,24668,5689.75,0.00629,0,6114
10/29/18 2:00,55.27,60.2,24308,5576,0,0,6037.5
10/29/18 2:30,54.54,57.28,24142,5553.25,0,0,6240.125
10/29/18 3:00,53.37,59.86,23832,5588,0.0026,0,6702.75
10/29/18 3:30,52.8,53.61,23616,5519.5,0,3.58333333333333,6688
10/29/18 4:00,52.35,54.15,23589,5417.25,0,28,6433.75
10/29/18 4:30,52.53,56.36,24074,5330.25,0,65,6340
10/29/18 5:00,56.11,63.08,25091,5291.5,0,545.5,7037
10/29/18 5:30,55.03,59.53,26762,5178,0,1364.83333333333,8334.36666666666
10/29/18 6:00,62.85,67.37,30178,5188,0.00161,2329.375,10657.1833333333
10/29/18 6:30,53.74,57.2,32967,5273,0.0000321,3198.83333333333,12643.2583333333
10/29/18 7:00,59.54,65.33,36004,5297,0.246,4095.375,16436
10/29/18 7:30,63.37,64.13,36973,5430.25,187,4838.75,16812
10/29/18 8:00,62.76,67.67,37684,5506,1100,5014.5,17007.75
10/29/18 8:30,62.7,58.65,37605,5570.75,2280,5026,16996
10/29/18 9:00,66.5,62.85,37782,5546.5,3340,5026,15979.75
10/29/18 9:30,67.14,66.37,37153,5493.25,4240,5026,15974.75
10/29/18 10:00,66.71,65.86,36271,5543.5,5120,4818.25,15947.25
10/29/18 10:30,64.77,63.72,35680,5585.5,5790,4437.5,15923.5
10/29/18 11:00,60.3,56.44,35272,5642.75,6110,4327,15891.5
10/29/18 11:30,59.75,61.21,35014,5710.25,6210,4327,15987
10/29/18 12:00,59,58.85,35274,5689.58333333333,6300,3920.5,16112.6666666666
10/29/18 12:30,59.05,56.07,35449,5570.75,5930,3735.91666666666,16030.5
10/29/18 13:00,59.38,58.8,35629,5545,5310,3797,15962.75
10/29/18 13:30,59.43,56.03,35778,5605,4940,4158,16118.75
10/29/18 14:00,60.03,58.23,36289,5502.5,4460,4384,16361
10/29/18 14:30,60.15,66.87,37149,5608.25,3830,4681.25,16577.75
10/29/18 15:00,88.88,98.98,37980,5594,2840,5319,16979.4166666666
10/29/18 15:30,82.89,88.98,39459,5610.75,1820,6109,17339.8333333333
10/29/18 16:00,74.34,81.24,40949,5731.5,1060,6843.33333333333,17481.5
10/29/18 16:30,85.03,90.81,43018,5756,277,6984.5,17488.5
10/29/18 17:00,97.62,104.53,45467,5681.75,8.58,6986,17488.5
10/29/18 17:30,99.15,109.17,45641,5807.75,0.0703,6986,17528.25
10/29/18 18:00,98.5,108.56,45296,5736,0.107,6986,17557.5
10/29/18 18:30,96.84,102,44755,5791.25,0.00359,6966,17565.5
10/29/18 19:00,68.76,80.64,43801,5880.5,0.00512,6696,17561.75
10/29/18 19:30,65.46,74.48,42296,5943.5,0.00705,6208.41666666666,17331.375
10/29/18 20:00,66.82,73.38,40660,5996.5,0.00513,5502.45833333333,17051
10/29/18 20:30,64.13,74.09,38814,6096.66666666666,0.00616,4327.29166666666,16749.1944444444
10/29/18 21:00,66.2,68.29,36969,6092,0.00589,3459,16603.5
10/29/18 21:30,65.72,70.36,34751,6120.25,0.0071,2993.375,15583.1833333333
10/29/18 22:00,64.68,68.37,33136,5946.75,0.00285,2239.83333333333,14297.225
10/29/18 22:30,63.52,65.56,30489,5890.5,0,1330.66666666666,13372.875
10/29/18 23:00,53.09,58.1,28441,5798.75,0.00242,541.25,11097.1777777777
10/29/18 23:30,54.96,58.29,27240,5627,0.0000223,310,9630.9640974967
10/30/18 0:00,53.11,57.3,26879,5600.5,0.106,300,8929.25
10/30/18 0:30,53.45,57.08,26981,5684.75,0,300,8769.75
10/30/18 1:00,54.8,58.85,26811,5726.5,0,300,8750.25
10/30/18 1:30,55.19,56.3,26430,5956.75,0.00507,300,8747.5
10/30/18 2:00,55.86,56.19,25949,6021.58333333333,0.00203,300,8745.75
10/30/18 2:30,56.86,61.26,25602,6131,0.00439,300,8681.5
10/30/18 3:00,54.93,57.74,25175,6185.5,0.00221,300,8472.75
10/30/18 3:30,54.34,57.75,24893,6224.25,0.00479,300,8562.25
10/30/18 4:00,54.79,59.16,24719,6209,0.00518,300.25,8514
10/30/18 4:30,53.99,54.13,25013,6212,0.0108,487,8714.86666666666
10/30/18 5:00,65.23,68.33,25975,6311.5,0.00747,1318.25,9872.75
10/30/18 5:30,57.39,64.09,27441,6396,0.00158,2126.41666666666,10956.3095238095
10/30/18 6:00,67.34,72.8,30351,6438.75,0.000791,2935.16666666666,12759.275
10/30/18 6:30,54.36,58.42,33158,6469,0.00893,3760,15353.2606060606
10/30/18 7:00,66.57,70.83,36326,6479.25,0.000211,4252.41666666666,17737.25
10/30/18 7:30,83.08,84.14,37704,6521.75,15.5,4614,17860.5
10/30/18 8:00,79.35,85.87,38722,6602.25,196,5035.25,17895.75
10/30/18 8:30,78.99,79.74,38788,6576.75,553,5089,17925.75
10/30/18 9:00,71.18,67.19,38992,6485.25,1050,5089,17917.75
10/30/18 9:30,70.82,67.92,38850,6406.75,1470,5089,17896.75
10/30/18 10:00,70.82,69,38389,6363.75,1840,5089,17881.25
10/30/18 10:30,71.99,73.57,38040,6323.75,2250,5089,17865.75
10/30/18 11:00,66.91,66.18,37880,6239.25,2660,5089,17839.5
10/30/18 11:30,67.33,65.48,37804,6268.5,2830,5089,17811.5
10/30/18 12:00,67.68,68.77,38019,6221.25,2790,5224,17781.75
10/30/18 12:30,67.09,65.3,38066,6138.5,2720,5521.5,17772.5
10/30/18 13:00,67.16,63.01,38227,6032.5,2520,5569,17762.25
10/30/18 13:30,67.05,62.77,38326,5940.75,2360,5569,17759
10/30/18 14:00,66.8,63.04,38544,5868.5,2050,5569,17646
10/30/18 14:30,67.41,73.87,38757,5785,1740,5685,17497.0833333333
10/30/18 15:00,84.32,93.41,39349,5752.75,1420,5941.75,17559.25
10/30/18 15:30,87.72,97.69,40258,5717.75,958,6039.5,17736.75
10/30/18 16:00,82.68,92.8,41817,5714.5,521,6155,17857.0833333333
10/30/18 16:30,93.88,100.93,43656,5724.25,126,6257,18038.8333333333
10/30/18 17:00,109.81,121.59,45571,5717.75,7.97,6491,18175
10/30/18 17:30,110.86,122.6,45808,5663.25,0.0046,6516,18215
10/30/18 18:00,106.83,118.06,45473,5613.16666666666,0.000528,6388.5,18238.3333333333
10/30/18 18:30,101.45,111.36,44671,5525.75,0.0113,6421.75,18254
10/30/18 19:00,87.11,94.54,43524,5420.25,0.00928,6441.33333333333,18239.5
10/30/18 19:30,76.59,84.65,42457,5282.25,0.00681,6053.33333333333,18236.75
10/30/18 20:00,73.81,83.31,41206,5175.25,0.00198,5349.54166666666,18058.75
10/30/18 20:30,72.78,82.92,39393,5075.75,0.00255,4112,17789.5
10/30/18 21:00,63.04,63.36,37655,4991.5,0.00185,2247.16666666666,17405.125
10/30/18 21:30,63.13,69.01,35630,4901.25,0.00197,1119.79166666666,17148.25
10/30/18 22:00,60.99,63.16,33292,4817.75,0.00197,729.166666666666,16560.5
10/30/18 22:30,60.11,64.06,31259,4704.5,0.00221,541.25,15333.6666666666
10/30/18 23:00,57.14,60.29,29236,4512.75,0.00507,310,13821.3166666666
10/30/18 23:30,57.24,57.67,28020,4413,0.00203,300,13404.6818181818
10/31/18 0:00,56.02,62.98,27607,4265.5,0.00221,300,12751.9166666666
10/31/18 0:30,57.1,58.3,27613,4136,0.00383,300,12513.8333333333
10/31/18 1:00,55.66,62.04,27382,4068.25,0,300,12294
10/31/18 1:30,55.88,62.25,26870,4074.25,0.0111,300,11906.9166666666
10/31/18 2:00,56.75,62.93,26465,4190.25,0.00123,300,11289
10/31/18 2:30,56.22,59.93,26284,4238.75,0,300,11115.25
10/31/18 3:00,58.11,64.7,25981,4411,0.00402,300,11297.25
10/31/18 3:30,56.24,57.75,25580,4688.5,0,300,11306
10/31/18 4:00,56.86,61.79,25421,4905.25,0,300,11468.5
10/31/18 4:30,55.98,58.58,25668,5136.75,0,300.5,11373.5833333333
10/31/18 5:00,57.94,62.98,26452,5339.5,0,842.5,12401.5833333333
10/31/18 5:30,57.33,63.79,28029,5492,0,1716.75,12935.6428571428
10/31/18 6:00,61.9,64.34,31295,5650,0,2454.5,14181.3333333333
10/31/18 6:30,57,63.02,34251,5681.75,0.00467,3599,15645.95
10/31/18 7:00,65.95,66.19,37074,5759.75,0.152,3954.5,17612.75
10/31/18 7:30,67.38,71.57,38237,5854,152,4045,18105.25
10/31/18 8:00,65.34,72.19,38707,6105.75,768,4180,18329.25
10/31/18 8:30,65.04,66.48,38354,6242.25,1480,4425,18334.3333333333
10/31/18 9:00,63.64,63.41,38063,6459,2480,4252.5,18322.25
10/31/18 9:30,61.75,62.29,37532,6664.25,3570,3982.5,18304
10/31/18 10:00,60.83,60.85,36829,6879,4130,3932.5,17861.75
10/31/18 10:30,60.73,60.96,36275,7055,4670,3960,17721.9166666666
10/31/18 11:00,59.2,57.83,35891,7263.75,4620,4057.5,17486
10/31/18 11:30,58.75,59.76,35954,7434.25,5110,4090,17440.5
10/31/18 12:00,58.05,56.69,36246,7439,4820,3832.5,17422.75
10/31/18 12:30,57.72,59.19,36197,7361.5,4450,3765,17499.25
10/31/18 13:00,57.41,59.26,36363,7315,3850,3765,17752
10/31/18 13:30,57.41,54.93,36697,7293.5,3280,3820,17735.5
10/31/18 14:00,57.54,55.87,37213,7225.5,3070,4050,17714.8333333333
10/31/18 14:30,57.53,57.71,37631,7154,2480,4271.66666666666,17771.5
10/31/18 15:00,68.45,79.19,37949,7242.5,1920,5064.25,18129.75
10/31/18 15:30,70.46,80.53,39235,7245.25,1160,5389.75,18237
10/31/18 16:00,68.06,76.37,40785,7112.25,468,5545.5,18338.0833333333
10/31/18 16:30,73.05,81.16,42654,6980,65.9,5521,18672.5833333333
10/31/18 17:00,77.15,84.3,43988,7042.75,0.439,5521,18816.5
10/31/18 17:30,90.57,100.63,43467,7003,0.0168,5521,18755.25
10/31/18 18:00,87.11,92.79,42532,6899.75,0.022,5480.5,18769.25
10/31/18 18:30,87.11,98.56,41600,6761.5,0.00951,4985,18776
10/31/18 19:00,71.52,81.33,40889,6729.25,0.0157,4110.875,18789
10/31/18 19:30,71.52,81.69,40084,6670.25,0.00738,3410.375,18230.25
10/31/18 20:00,62.74,71.4,38975,6587.75,0.0189,2785.25,18152.5
10/31/18 20:30,62.74,72.22,37599,6464.25,0.00115,2105.75,18124
10/31/18 21:00,63.37,66.47,35792,6191.25,0.00235,1135,16854.35
10/31/18 21:30,63.37,65.02,33584,5915.5,0.0232,645,15509.85
10/31/18 22:00,56.68,59.66,31596,5802.75,0.0397,645,14277.0416666666
10/31/18 22:30,56.68,62.26,29776,5518.5,0,645,12536.5416666666
10/31/18 23:00,55.14,56.29,28118,5204.5,0.00268,541.25,10479.3166666666
10/31/18 23:30,54.16,59.77,27035,5023.5,0.00245,310,9507.10561497326
11/1/18 0:00,52.57,54.08,26546,4843.5,0.00555,300,8871.83333333333
11/1/18 0:30,53.05,54.53,26587,4710.5,0.0047,300,8922.75
11/1/18 1:00,51.5,58.44,26183,4903,0.00225,300,9121.85714285714
11/1/18 1:30,51.9,55.54,25613,4712.75,0.00244,300,8894.5
11/1/18 2:00,51.96,58.42,25353,4497,0.00225,300,9012.25
11/1/18 2:30,51.92,53.74,25155,4268.75,0.0052,300,8991.16666666666
11/1/18 3:00,52.76,58.47,24724,4025.5,0,300,9267.5
11/1/18 3:30,53.46,55.56,24494,3978.75,0,300,9231
11/1/18 4:00,53.83,60.58,24440,3978,0,300,9234
11/1/18 4:30,54,57.5,24624,4126,0,300,9381.91666666666
11/1/18 5:00,54.63,60.42,25533,4136.75,0,300,9957.53571428571
11/1/18 5:30,54.54,61.38,26855,4073.5,0,320,10733.5595238095
11/1/18 6:00,57.03,61.53,29800,4046.25,0,630.416666666666,11982.1666666666
11/1/18 6:30,54.87,56.3,32745,4032.25,0.00233,872,14175.1166666666
11/1/18 7:00,58.62,59.67,35626,4184.5,0.000418,1533.5,16841.25
11/1/18 7:30,71.63,76.02,37145,4303.75,2.01,2483.16666666666,17418.625
11/1/18 8:00,70.29,75.08,37976,4403.25,61.9,3012,17576.25
11/1/18 8:30,67.72,67.28,38017,4474.75,236,3077,17573.75
11/1/18 9:00,68.12,67.67,38388,4480.5,574,3077,17560.5
11/1/18 9:30,68.29,68.86,38043,4413.5,936,3459.5,17547.75
11/1/18 10:00,68.25,67.74,37747,4279.5,1330,3486.5,17541.75
11/1/18 10:30,67.95,64.4,37594,4114.5,1570,3188,17538.5
11/1/18 11:00,61.05,60.88,37559,4002.75,1860,2811,17573
11/1/18 11:30,62.08,57.84,37479,3895.25,2120,3007,17606.375
11/1/18 12:00,62.48,58.52,37427,4020.5,2480,2947,17571.25
11/1/18 12:30,62.51,59.47,37175,3991.25,2710,2947,17568.25
11/1/18 13:00,61.73,60.99,37345,3953,2790,2947,17570.3333333333
11/1/18 13:30,62.59,59.76,37220,3946.75,2500,2947,17570.25
11/1/18 14:00,63.28,60.86,37463,4011.75,2230,2946.5,17587.75
11/1/18 14:30,63.5,65.38,37703,4074,1920,2983.5,17764.8
11/1/18 15:00,75.53,80.71,38183,4167,1410,3088.16666666666,17837.0416666666
11/1/18 15:30,77.3,83.46,39264,4265.25,1080,3723.08333333333,18114.0833333333
11/1/18 16:00,75.46,82.22,40324,4588,538,4411.41666666666,18268.5
11/1/18 16:30,91.88,99.79,41917,4935,102,5001,18130.75
11/1/18 17:00,101.41,113.27,43068,5275.75,2.74,5320.83333333333,17840.3333333333
11/1/18 17:30,102.87,114.26,43131,5618.75,0.00477,5566.75,17728.75
11/1/18 18:00,95.77,105.21,43034,6125,0.0244,5581,17759.25
11/1/18 18:30,89.74,100.57,42608,6327.75,0.0116,5543.5,17768.25
11/1/18 19:00,68.8,76.79,42239,6480,0.0236,5285.875,17396.375
11/1/18 19:30,64.44,75.69,41109,6581.25,0.039,4329.33333333333,17245.25
11/1/18 20:00,63.37,71.31,39866,6779.25,0.00459,3438.41666666666,17053.125
11/1/18 20:30,62.75,74.51,38217,7018.75,0.000412,2728.91666666666,16584.1
11/1/18 21:00,57.02,58.03,36350,7094.5,0.00235,1677.33333333333,14799.6416666666
11/1/18 21:30,57.38,59.76,34209,7169.75,0,924,13250.25
11/1/18 22:00,56.56,62.43,32020,7163.75,0,599.166666666666,11648.2916666666
11/1/18 22:30,56.33,62.83,30244,7080.5,0.00231,345,10514.25
11/1/18 23:00,51.45,54.85,28314,7039.5,0.000798,300,9336.4
11/1/18 23:30,51.36,55.6,27090,6975.75,0,300,8139.68181818181
11/2/18 0:00,50.81,53.17,26706,6977.75,0.00507,300,7319
11/2/18 0:30,50.92,55.24,26956,7027.25,0,300,7179.75
11/2/18 1:00,52.23,56.45,26487,6987.5,0.00232,300,7179
11/2/18 1:30,52.06,57.09,25937,7070.25,0.00271,300,7180
11/2/18 2:00,53.67,58.25,25467,7005.25,0,300,7167
11/2/18 2:30,53.31,58.38,25204,6984,0.00232,300,7165.25
11/2/18 3:00,51.66,54.7,24796,6962.75,0,300,7300
11/2/18 3:30,51.46,56.72,24586,6857.5,0.00246,300,7345.25
11/2/18 4:00,51.61,55.49,24562,6560.75,0,300,7346
11/2/18 4:30,51.84,53.56,24840,6319.5,0,300,7564
11/2/18 5:00,53.24,59.58,25811,6073.75,0.00756,300,8124.25
11/2/18 5:30,54.2,57.72,27248,5793,0,473.25,9030.45
11/2/18 6:00,54.74,61.31,30385,5573.25,0.00225,1503,10807.2666666666
11/2/18 6:30,51.66,53.67,33317,5356.25,0.00105,2747.25,12903.7333333333
11/2/18 7:00,57.8,59.68,36221,5003.75,0.267,3538.5,16156.75
11/2/18 7:30,59.81,66.05,37286,4698,147,4356.5,16999.9166666666
11/2/18 8:00,57.43,63.33,37692,4488.5,1000,4523.5,17034.15
11/2/18 8:30,56.74,57.06,37228,4185.75,2150,4449,17033.0555555555
11/2/18 9:00,59.81,61.48,36914,3852.75,3240,4499,17181
11/2/18 9:30,60.92,57.26,36415,3523,4210,4499,17183.5
11/2/18 10:00,60.47,56.68,35444,3205,5030,4424,17153.6
11/2/18 10:30,60.72,59.07,34920,2957.25,5680,4416.5,17138.75
11/2/18 11:00,60.85,57.49,34679,2779.75,6120,4394,17139
11/2/18 11:30,63.71,63.88,34595,2690.25,6100,3931.5,17106.625
11/2/18 12:00,63.44,60.21,34484,2573.5,6390,3919,17077
11/2/18 12:30,63.37,64.98,34105,2491,6260,3894,17059.5
11/2/18 13:00,62.82,64.81,34128,2419.5,6070,3894,17033.5
11/2/18 13:30,61.52,60.74,34417,2404.75,5560,3783.75,16951.25
11/2/18 14:00,63.23,64.68,35073,2500,4770,3687.25,16997
11/2/18 14:30,63.58,66.83,35599,2646.5,3900,3594,17028.25
11/2/18 15:00,68.02,78.61,36549,2880.75,2970,3762.5,17033.25
11/2/18 15:30,67.17,74.16,37956,3158,1820,4036.75,17047.5
11/2/18 16:00,65.9,76.54,39299,3594.5,755,4091,17060.5
11/2/18 16:30,79.51,88.55,41566,4109.5,86.3,4091,17106.75
11/2/18 17:00,83.66,95.46,43143,4713.5,1.24,4091,17144.25
11/2/18 17:30,82.09,87.59,43100,5277,0.0273,3991,17157.5
11/2/18 18:00,78.72,86.9,42427,5866.75,0.00569,3991,17176.75
11/2/18 18:30,73.95,83.28,41608,6450.75,0.0274,3853.5,17155.5
11/2/18 19:00,60.07,66.12,40482,6953.25,0.0906,3591,16751.25
11/2/18 19:30,59.73,66.93,38985,7373,0.0689,2971.875,16061.5
11/2/18 20:00,60.32,67.22,37487,7888.25,0.00478,2126.16666666666,15566.6583333333
11/2/18 20:30,59.2,68.17,35749,8346.75,0.000978,1617,14592.6398550724
11/2/18 21:00,57.96,58.72,33921,8705.5,0.00233,1594,12558.9666666666
11/2/18 21:30,57.84,64.01,32040,9076,0,1315,11219.9565217391
11/2/18 22:00,58,58.1,30099,9408.75,0,960,10307.625
11/2/18 22:30,58.77,58.86,28270,9735.5,0,835,8979
11/2/18 23:00,58.74,62.54,26551,10206,0,541.25,4797.875
11/2/18 23:30,63.24,67.81,25394,10530.5,0,370,2772
11/3/18 0:00,60.99,61.9,24862,10797,0.00542,450,2089.125
11/3/18 0:30,62.89,65.29,24826,11023,0.0219,500,1972.25
11/3/18 1:00,67.84,73.35,24300,11276.25,0.00764,500,1489.825
11/3/18 1:30,65.3,65.62,23377,11576.25,0.0246,500,1114
11/3/18 2:00,63.12,69.24,22695,11800.25,0.00535,425,1114
11/3/18 2:30,62.07,66.22,22172,12059,0.00535,387.5,1113
11/3/18 3:00,56.05,58.22,21528,12202.5,0.00535,312.5,1113
11/3/18 3:30,54.28,57.45,20891,12403.75,0.00119,300,1113
11/3/18 4:00,54.05,57.17,20589,12586.75,0.00535,300,1113
11/3/18 4:30,53.49,56.18,20544,12698,0.00553,300,1112
11/3/18 5:00,50.02,51.12,20758,12844.75,0.00516,300,1112
11/3/18 5:30,48.81,49.38,21021,12987.25,0.00783,300,1146.25
11/3/18 6:00,48.78,53.93,22596,13096.5,0.00763,300,1387.33333333333
11/3/18 6:30,47.8,54.7,23940,13266,0.0108,325,2222.16666666666
11/3/18 7:00,60.13,61.83,25454,13449.25,0.000198,602.5,3818
11/3/18 7:30,61.08,64.97,26626,13521,8.64,645,4624.75
11/3/18 8:00,63.86,65.73,27739,13680.75,204,645,5181
11/3/18 8:30,63.26,65.18,28731,13754,717,645,5499.83333333333
11/3/18 9:00,62.55,62.35,29735,13830.25,1440,645,5558
11/3/18 9:30,62.21,64.01,29810,13953.75,2030,645,5555
11/3/18 10:00,62,62.24,29712,14011.25,2140,645,5554
11/3/18 10:30,61.26,61.23,29566,14065.75,2600,645,5408.66666666666
11/3/18 11:00,58.49,57.72,29366,14131.5,2670,520,5200
11/3/18 11:30,56.84,54.88,29283,14182.75,2780,465,5182
11/3/18 12:00,56.37,54.09,29306,14240.25,3030,413.5,5162
11/3/18 12:30,56.48,53.97,29294,14249.75,2550,448.333333333333,5156
11/3/18 13:00,56.37,51.91,29234,14179.5,2470,500,5148
11/3/18 13:30,55.74,52.25,29163,14205.5,2560,425,5146
11/3/18 14:00,55.78,53.43,29380,14227,2000,403.75,5258.5
11/3/18 14:30,55.67,60.87,29669,14235.25,1600,425,5368
11/3/18 15:00,61.48,71.48,29919,14231,1270,747.5,5953
11/3/18 15:30,61.54,72.04,30709,14210.25,802,1068.75,6276.33333333333
11/3/18 16:00,61.34,69.71,32098,14188,271,1247.5,7117.75
11/3/18 16:30,66.77,78.68,34300,14162.5,33.6,1562.33333333333,7213
11/3/18 17:00,70.43,77.18,36302,14056.5,0.558,1617,7226.5
11/3/18 17:30,72.5,82.76,36096,13875.25,0.0782,1617,7229
11/3/18 18:00,70.88,76.15,35383,13877.5,0.051,1617,7235.5
11/3/18 18:30,67.21,75.61,34340,13869.25,0.0241,1617,7237
11/3/18 19:00,57.1,66.67,32993,13853.75,0.012,1564,6818.91666666666
11/3/18 19:30,57.03,63.33,31652,13826.25,0.00436,972.5,6319.25
11/3/18 20:00,57.86,67.5,30700,13655,0,645,5447
