,Market_1_Price,Market_2_Price,Transmission System Electricity Demand [MW],Wind Generation [MW],Solar Generation [MW],Coal Generation [MW],Gas Generation [MW]
1/8/18 11:00,58.91,54.02,44767,9122.75,1290,2975,20122
1/8/18 11:30,56.27,57.96,44975,9149.5,1400,3154.66666666666,20120
1/8/18 12:00,55.91,54.88,45301,9113.25,1460,3387.5,20097.5
1/8/18 12:30,56.41,52.36,45256,9033,1460,3425,20094
1/8/18 13:00,59.13,60.8,45111,8928.25,1380,3425,19854.5
1/8/18 13:30,60.79,61.47,44984,8827.75,1250,3425,19725.25
1/8/18 14:00,60.63,56.91,45058,8863.25,1060,3430,19722.5
1/8/18 14:30,64.22,70.76,44930,8895.25,688,3969.58333333333,19746.875
1/8/18 15:00,69.21,76.84,45303,8700.5,215,4716.75,19778
1/8/18 15:30,68.21,75.51,46523,8693.5,57.5,5573,19783
1/8/18 16:00,73.55,83.83,47256,8785,7.51,6248.5,19907.625
1/8/18 16:30,84.36,93.23,47868,8883,0.274,6339,20197.25
1/8/18 17:00,76.78,83.67,47648,9020.75,0.00624,6339,20205.25
1/8/18 17:30,68.95,78.98,47221,9196.75,0.0124,6339,20206
1/8/18 18:00,67.65,72.91,47012,9282.5,0.046,6339,20121.5
1/8/18 18:30,64.88,76.66,46775,9336.25,0.0807,6041.25,19447.7678571428
1/8/18 19:00,57.65,63.05,46501,9400,0,5069.75,18858
1/8/18 19:30,58.39,69.26,45509,9386.75,0,4112.1,18548.875
1/8/18 20:00,57.31,68.16,44080,9290.25,0.00171,3567.5,17891.25
1/8/18 20:30,54.49,64.38,42198,9150.75,0.00241,2990,17119.5
1/8/18 21:00,55.86,57.95,40122,9085.5,0.0975,2421.66666666666,15243.4
1/8/18 21:30,52.41,57.8,37610,9063.75,0.00307,2098.33333333333,13475.7034632034
1/8/18 22:00,48.4,52.02,35377,8912.75,0,1889.16666666666,11648.75
1/8/18 22:30,47.27,53.61,33199,8697.75,0.0502,1510,10566.295
1/8/18 23:00,44.61,47.94,30852,8611.25,0.0205,1186.25,10210.0333333333
1/8/18 23:30,43.51,46.37,29318,8411.75,0.00243,965,9924.16304347826
1/9/18 0:00,43.68,48.57,29263,8391.25,0.00241,945,9469.75
1/9/18 0:30,44.62,45.83,29742,8215.25,0,945,9477.2803030303
1/9/18 1:00,45.55,47.17,29403,8113.5,0,945,9379.25
1/9/18 1:30,44.9,50.14,28860,7922.25,0,945,9495
1/9/18 2:00,44.3,46.99,28544,7794.25,0,945,8749
1/9/18 2:30,44.62,45.92,28414,7722.5,0,945,8491.11363636363
1/9/18 3:00,45.06,50.87,28233,7571.5,0,945,8504.70833333333
1/9/18 3:30,46.57,49.36,27802,7401.25,0,945,8274.25
1/9/18 4:00,45.08,50.79,27586,7236,0,945,8423.5
1/9/18 4:30,46.99,48.76,27675,7133.5,0,945,8702.1
1/9/18 5:00,48.34,52.2,28376,7041.5,0,945,9291.41666666666
1/9/18 5:30,49.05,49.45,29656,6942.5,0,1007.5,10108.8916666666
1/9/18 6:00,51.99,53.51,33034,6774.25,0,1404,11976.2871212121
1/9/18 6:30,45.06,48.05,36361,7116.5,0,2472.5,14302.8166666666
1/9/18 7:00,49.87,52.67,40095,6798.75,0,3699.25,17596.4166666666
1/9/18 7:30,50.75,51.96,42280,6751.5,0,4234.58333333333,19169.8333333333
1/9/18 8:00,49.29,54.95,43460,6625.5,0,4443,19722.375
1/9/18 8:30,49.22,46.66,43678,6590.25,0.00237,4605.75,19956.375
1/9/18 9:00,56.46,52.9,44439,6752,6.61,4807.66666666666,20043.659090909
1/9/18 9:30,56.71,56.56,44766,6738.75,19,4867,20323.5
1/9/18 10:00,57.31,52.89,44977,6784.5,71.2,5024.25,19945.25
1/9/18 10:30,56.69,53.82,45284,6751.5,139,5402.375,19996.3863636363
1/9/18 11:00,57.51,58.68,45485,6741.5,201,5594.5,20081
1/9/18 11:30,57.16,56.97,45498,6764.25,238,5727,20099
1/9/18 12:00,57.8,53.08,45556,6708,275,5856,20110.5
1/9/18 12:30,58.36,56.38,45425,6624,288,5864,20206.0833333333
1/9/18 13:00,58.83,57.61,45394,6755.75,307,5864,20668
1/9/18 13:30,60.21,58.85,45073,6806.75,336,5864,20744
1/9/18 14:00,61.3,57.6,45121,6741.75,275,5864,20784.25
1/9/18 14:30,60.45,66.85,44967,6687.75,175,6226.5,20795
1/9/18 15:00,62.79,71.75,44987,6689.5,108,6223.75,20773.0833333333
1/9/18 15:30,67.14,76.5,45820,7090,51,6670.75,20766.75
1/9/18 16:00,68.28,76.61,45970,6981,7.07,6955,20544.9821428571
1/9/18 16:30,70.76,80.04,46633,7185,0.142,7061.5,20593
1/9/18 17:00,65.29,73.64,46976,7302.25,0.00702,6945.5,20599.5
1/9/18 17:30,63.51,69.55,46659,7317.25,0.0128,6767.5,20655
1/9/18 18:00,64.45,70.45,46540,7329.25,0.00167,6678.25,20318.25
1/9/18 18:30,64.18,72.1,46139,7292,0.0041,6532,20122.6578947368
1/9/18 19:00,58.52,69.74,45917,7301.25,0.00367,5664.5,20798
1/9/18 19:30,56.91,63.84,45062,7303.75,0.00232,4851.5,20234.0833333333
1/9/18 20:00,54.91,63.79,43725,7442.25,0,4200.83333333333,19594
1/9/18 20:30,52.78,58.24,41757,7430.25,0.00212,3443.33333333333,18342.6666666666
1/9/18 21:00,54.46,57.37,39680,7321.25,0.00351,2937.5,16578.0119047619
1/9/18 21:30,48.99,55.13,37272,7179,0.00212,2857.5,15215.5
1/9/18 22:00,46.34,48.03,35126,7040.25,0.0084,2195,13964.625
1/9/18 22:30,45.88,49.68,33061,7038,0.00863,1946.25,12646.375
1/9/18 23:00,45.08,46.33,30815,7060.25,0.000936,1715,11259.0666666666
1/9/18 23:30,45.93,48.15,29595,7025,0,1705,10734.4318181818
1/10/18 0:00,45.74,49.39,29327,6816.5,0,1705,10872.75
1/10/18 0:30,46.63,52.91,29796,6668.5,0,1705,11195
1/10/18 1:00,46.19,48.63,29511,6576.75,0,1705,11015.0434782608
1/10/18 1:30,45.34,51.71,28836,6543,0,1705,10614.25
1/10/18 2:00,45.66,52.63,28431,6251,0,1705,10513.8333333333
1/10/18 2:30,45.49,52.37,28361,6012.25,0,1705,10754.0710144927
1/10/18 3:00,44.16,50.21,27969,5665.5,0,1705,10938.5
1/10/18 3:30,43.27,47.62,27537,5329.25,0,1705,10693.4166666666
1/10/18 4:00,43.07,43.27,27346,5160.75,0,1713.5,10541.054347826
1/10/18 4:30,45.31,50.98,27442,4911.5,0,1728.5,10381.6195652173
1/10/18 5:00,45.09,51.46,28287,4575.66666666666,0,1773.5,10958
1/10/18 5:30,45.89,51.22,29575,4117.5,0,2052,12065.1928571428
1/10/18 6:00,50.38,56.3,32968,3850.5,0,2908.5,13131.1333333333
1/10/18 6:30,48.48,51.14,36379,3556,0,3768,15774.85
1/10/18 7:00,52.66,57.73,40321,3383.75,0,5017.08333333333,18845.5
1/10/18 7:30,58.47,61.57,42327,3215,0,5920.66666666666,20437.5833333333
1/10/18 8:00,63.3,65.39,43071,2991.16666666666,0.0000243,6332.75,20779
1/10/18 8:30,56.88,52.59,42895,2827.66666666666,6.54,6988.58333333333,20858.75
1/10/18 9:00,55.52,50.54,43276,2615.5,143,7597.75,20858.5
1/10/18 9:30,55.98,57.98,43293,2407.25,532,7993.25,20855
1/10/18 10:00,54.48,54.16,42947,2185.75,968,8134.25,20893
1/10/18 10:30,53.88,52.71,42563,2034.75,1410,8203,20632.4
1/10/18 11:00,49.43,47.58,42283,1924.25,1890,8306.5,20255.5
1/10/18 11:30,49.87,46.85,42043,1761,2250,8391.5,20111.5
1/10/18 12:00,49.85,49.83,41997,1620.75,2580,8110,19960.75
1/10/18 12:30,50.01,46.58,41683,1469.5,2600,8007,19813.25
1/10/18 13:00,50.96,49.74,41602,1404.25,2530,8007,19855.75
1/10/18 13:30,50.55,45.89,41459,1363.5,2480,8301,19911.5
1/10/18 14:00,50.14,47.05,41661,1339.75,2080,8299,20241.25
1/10/18 14:30,50.01,53.84,42035,1325.5,1600,8309,20490.1
1/10/18 15:00,62.86,74.54,42581,1285,1150,8710.25,20401
1/10/18 15:30,65.31,73.06,43767,1285.25,629,8989.5,20647.5
1/10/18 16:00,62.76,71.71,44579,1294.5,204,9321,21481.9402173913
1/10/18 16:30,69.72,77.94,46448,1301.75,9.08,9321,22341.25
1/10/18 17:00,73.06,79.17,46888,1350.25,0.00348,9317.25,22459.75
1/10/18 17:30,71.77,80.53,46681,1371.91666666666,0.00933,9316,22474.25
1/10/18 18:00,70.02,80.5,46524,1390.5,0.0271,9316,22487.75
1/10/18 18:30,70.49,79.88,46698,1343.25,0.019,9316,22265.3333333333
1/10/18 19:00,57.12,67.84,46446,1331.75,0.000527,9342.25,22147
1/10/18 19:30,54.44,65.25,45341,1331,0,9016.75,21543.5
1/10/18 20:00,55.65,67.51,44043,1382,0,7613.38333333333,21037.5
1/10/18 20:30,54.92,66.15,42201,1400.25,0,6911,20592.25
1/10/18 21:00,50.5,51.73,40258,1468.75,0,5974.75,19451.875
1/10/18 21:30,50.01,54.07,37851,1468,0,4922.5,18014.612037037
1/10/18 22:00,47.99,51.55,35617,1502.25,0,3499.16666666666,17092.6666666666
1/10/18 22:30,46.63,51.95,33531,1560.5,0,3152.5,16168.36
1/10/18 23:00,40.22,41.78,31334,1453,0,3314.16666666666,14848.869047619
1/10/18 23:30,42.05,47.46,30115,1582.25,0,2865,13329.7666666666
1/11/18 0:00,42.35,43.44,29865,1544.75,0,2725,13219.0961538461
1/11/18 0:30,42.86,43.31,30315,1559.75,0,2725,13437.25
1/11/18 1:00,44.91,51.84,29931,1557.16666666666,0,2725,13802.75
1/11/18 1:30,40.94,45.18,29261,1625.75,0,2725,13753.25
1/11/18 2:00,40.64,42.1,28722,1701,0,2725,13222.25
1/11/18 2:30,41.85,47.91,28538,1825.25,0,2725,13076.25
1/11/18 3:00,41.71,42.78,28073,1856,0,1685,13003.5
1/11/18 3:30,41.43,47.82,27573,1892.75,0,1685,12741.25
1/11/18 4:00,40.43,41.31,27322,1829.5,0,1685,12495.25
1/11/18 4:30,40.47,44.39,27464,1716.75,0,1685,12343.5
1/11/18 5:00,41.61,42.8,28219,1847.25,0,1685,12798.9166666666
1/11/18 5:30,40.95,44.24,29578,1900,0,1806.33333333333,13771
1/11/18 6:00,45.25,50.14,32841,1652.25,0.00239,2772.58333333333,15292.3166666666
1/11/18 6:30,48.19,52.71,36208,1695,0,3964.83333333333,17015.9416666666
1/11/18 7:00,46.02,48.95,40113,1532.41666666666,0,4945.75,20010.0833333333
1/11/18 7:30,49.2,55.28,42421,1465.5,0,5829.5,21734.9523809523
1/11/18 8:00,46.42,50.52,43382,1434.25,0.0000193,6578.16666666666,22448.6931818181
1/11/18 8:30,43.62,39.83,43447,1385.5,1.06,6797.25,21978.5833333333
1/11/18 9:00,49.63,45.4,44144,1376,55.8,6912.75,21969.4
1/11/18 9:30,51.55,52.19,44268,1395.75,254,6949,22025.5
1/11/18 10:00,54.94,51.91,43903,1325,453,6949,22094.25
1/11/18 10:30,55.97,52.42,43718,1207.91666666666,855,6949,22098.75
1/11/18 11:00,57.29,57.23,43609,1172.25,1130,6949,22375.5
1/11/18 11:30,57.66,54.44,43495,1134.5,1340,6949,22069.5
1/11/18 12:00,58.01,55.28,43467,1113,1400,6949,22095.75
1/11/18 12:30,59.27,56.07,43305,1103.91666666666,1500,6949,22098
1/11/18 13:00,57.99,58.85,43383,1058.5,1510,6949,22227.75
1/11/18 13:30,57.58,55.72,43307,1078.75,1440,6949,22309.5
1/11/18 14:00,59.16,59.87,43436,1005,1180,6949,22417.25
1/11/18 14:30,59.22,65.47,43536,1012.5,903,6949,22437.75
1/11/18 15:00,74.59,80.74,43708,1010.75,606,6949,22422.75
1/11/18 15:30,81.21,91.62,44541,952.5,293,7035.25,22424.75
1/11/18 16:00,85.09,94.01,45699,950.25,87.5,7181,22476.9642857142
1/11/18 16:30,94.84,102.18,46705,962.25,13.3,7890.75,22736.75
1/11/18 17:00,95.42,102.23,46948,996.5,0.0353,7654,22938.5
1/11/18 17:30,90.94,96.54,46796,990.5,0,7762.75,22990.75
1/11/18 18:00,88.72,96.81,46577,996,0.0107,7774,22893.75
1/11/18 18:30,81.28,91.22,46365,1000,0.000431,7774,22699
1/11/18 19:00,72.97,78.88,46357,1014,0.00107,7416.5,22440.75
1/11/18 19:30,67.1,75.06,45442,1071.5,0,7051,21993.25
1/11/18 20:00,76.44,88.32,44129,1123.25,0.00076,6781.5,21615.25
1/11/18 20:30,63.3,72.62,42704,1157,0,6091.5,21417
1/11/18 21:00,57.19,62.54,40622,1326.25,0,5164.91666666666,20746.625
1/11/18 21:30,56.25,61.39,38158,1393,0,3922.05,19070.1583333333
1/11/18 22:00,55.76,59.5,35876,1452,0,2716.66666666666,17713.6
1/11/18 22:30,53.98,57.76,33851,1555.25,0.00234,2331.25,17101.75
1/11/18 23:00,48.71,55.57,31662,1619.75,0,1772.5,14917.2261904761
1/11/18 23:30,43.26,45.7,30470,1665,0,1470,13866.5
1/12/18 0:00,44.08,48.01,30146,1711.5,0,1445,13635.8636363636
1/12/18 0:30,47.13,51.82,30503,1792.5,0,1445,13559
1/12/18 1:00,48.2,53.66,30174,1910.5,0,1445,13667.8636363636
1/12/18 1:30,45.17,49.88,29562,1998.75,0,1235,13713.75
1/12/18 2:00,43.41,49.65,29054,2152,0,1165,13696.25
1/12/18 2:30,43.46,47.08,28930,2409.5,0,1165,13708.25
1/12/18 3:00,41.87,44.12,28501,2629.5,0,1165,12934.5094696969
1/12/18 3:30,40.85,46.68,27977,2834,0,1165,12276
1/12/18 4:00,40.86,44.64,27719,3000.5,0,1650,12110
1/12/18 4:30,40.6,45.21,27625,3464,0,1650,12237.8636363636
1/12/18 5:00,40.66,44.22,28268,3449.5,0.00225,1650,12599.0733333333
1/12/18 5:30,42.6,49.57,29461,3720.25,0,1650,12983.9166666666
1/12/18 6:00,45,47.57,32695,3968.25,0.00216,1860,14089.1136363636
1/12/18 6:30,45.08,49.47,35793,4093.75,0,1823,16050.0166666666
1/12/18 7:00,52.6,58.17,39495,4402.75,0,2581.5,19152.7386363636
1/12/18 7:30,58.27,60.96,41612,4601.75,0,3285.66666666666,20028.75
1/12/18 8:00,58.96,62.53,42251,4705.25,0.000333,3785,20227
1/12/18 8:30,60.64,60.89,42185,4863,2.34,3917.75,20236.75
1/12/18 9:00,59.85,58.2,42829,4974.5,61.2,3927,20245.25
1/12/18 9:30,58.42,55.19,42978,5074.75,228,3927,20242.75
1/12/18 10:00,57.03,52.88,42921,5221.25,456,3927,20297
1/12/18 10:30,55.27,52.72,42738,5349,645,3927,20346.75
1/12/18 11:00,50.31,47.02,42554,5468.5,795,3927,20460.6666666666
1/12/18 11:30,50.04,47.67,42380,5475.75,1080,3892.33333333333,20294
1/12/18 12:00,50.1,50.1,42622,5542.75,1280,3891.16666666666,20283.25
1/12/18 12:30,49.82,50.24,42497,5682.5,1260,3861.33333333333,20281.25
1/12/18 13:00,47.96,44.17,42414,5766,1150,3843.16666666666,19617.8863636363
1/12/18 13:30,47.33,43.21,42124,5851.75,990,3835.25,19094.606060606
1/12/18 14:00,47.48,44.6,42117,6021.25,797,3863,18993.75
1/12/18 14:30,46.83,48.36,41912,6001.75,774,3490.29166666666,19144.9047619047
1/12/18 15:00,49.31,57.11,41858,6410.75,547,3686.91666666666,19247
1/12/18 15:30,49.37,58.61,42837,6298.25,259,3935.25,19278.1893939393
1/12/18 16:00,49.76,57.28,43621,6513.75,48.2,4312.5,18990.5
1/12/18 16:30,62.63,70.58,45593,6623.75,1.94,4850.75,20122.6363636363
1/12/18 17:00,65.16,75.4,46235,6712.75,0.0115,4877,20206.75
1/12/18 17:30,64.87,72.85,45756,6852.5,0.0266,4877,20192.5
1/12/18 18:00,60.72,72.62,44697,6964,0.00575,4877,20187.5
1/12/18 18:30,61.92,69.59,44004,7092.5,0.00216,4612.5,19729.6666666666
1/12/18 19:00,57.29,69.25,43284,7234,0.00237,3865.13333333333,18966
1/12/18 19:30,52.9,63.88,41982,7499,0,3442.5,18696.75
1/12/18 20:00,51.36,61.03,40829,7519.25,0,2982.25,16919.7333333333
1/12/18 20:30,49.6,59.03,39001,7518.25,0,2577.16666666666,15580.5
1/12/18 21:00,48.49,50.62,37258,7668.5,0,2225,14106.875
1/12/18 21:30,47.71,48.71,35214,7811,0,1940.83333333333,12874.7291666666
1/12/18 22:00,46.93,53.65,33130,8193,0,1428.33333333333,11144.0833333333
1/12/18 22:30,46.94,53.88,31513,7965.25,0.00235,1174.16666666666,9589.375
1/12/18 23:00,47.29,47.97,29693,8119.75,0,1095,7625.80952380952
1/12/18 23:30,46.12,47.35,28581,8224.25,0.00165,1095,6815.66304347826
1/13/18 0:00,46.62,48.33,28223,8175.75,0,1095,6728
1/13/18 0:30,47.29,53.25,28484,8361,0,1095,6765.5
1/13/18 1:00,48.26,52.39,27910,8463,0,1095,6853
1/13/18 1:30,46.03,49.5,27071,8427.5,0,1095,6679
1/13/18 2:00,45.32,51.49,26493,8507.25,0,1070,6618
1/13/18 2:30,45.43,45.97,26247,8649.25,0,1045,6668
1/13/18 3:00,36.73,39.38,25693,8693.75,0.00196,1045,6567
1/13/18 3:30,36.47,37.28,25029,8782.25,0,1007.5,6235.5
1/13/18 4:00,36.65,40.72,24702,8836.75,0.00232,995,5917
1/13/18 4:30,36.3,39.98,24551,8844.5,0,995,5863
1/13/18 5:00,36.66,39.36,24628,8996,0.00227,995,5706.25
1/13/18 5:30,37.83,42.24,25052,9066.75,0.00198,995,5884.03333333333
1/13/18 6:00,39.87,40.19,26367,9120,0,995,6174.6
1/13/18 6:30,39.77,43.17,27424,9218,0,995,6769.21666666666
1/13/18 7:00,43.22,43.39,29160,9221.75,0,1070,8030
1/13/18 7:30,44.49,47.3,30413,9324.5,0.00195,1095,9397.75
1/13/18 8:00,46.81,47.1,32261,9441.25,0.0000265,1256.08333333333,10751.5
1/13/18 8:30,47.91,43.47,34040,9602.25,6.01,1477.25,12200.5
1/13/18 9:00,48.7,48.42,35667,9589.5,51.7,1905.66666666666,13323.875
1/13/18 9:30,48.27,47.39,36559,9533.75,138,2216.16666666666,13816.75
1/13/18 10:00,48.48,47.19,37132,9567.5,299,2285,13995.5
1/13/18 10:30,49.57,48.85,37416,9646.5,418,2285,14206.5
1/13/18 11:00,51.04,52.78,37573,9578.75,593,2285,14064.75
1/13/18 11:30,51.19,47.24,37446,9613,724,2285,14117.5
1/13/18 12:00,52.28,49.69,37274,9538.25,846,2285,14231.5
1/13/18 12:30,52.33,52.65,37402,9503.5,779,2285,14090.9833333333
1/13/18 13:00,55.48,51.99,37722,9696.75,757,2285,13960.9666666666
1/13/18 13:30,54.4,54.57,37496,9355.25,648,2285,14087.7
1/13/18 14:00,53.7,53.32,37496,9541.5,525,2285,14235.6666666666
1/13/18 14:30,51.88,54.14,37460,9359,438,2348.33333333333,14578.9166666666
1/13/18 15:00,54.45,63.96,37742,9364,257,2759.16666666666,15096.3
1/13/18 15:30,55.48,62.59,38339,9265.75,134,3099.75,15696.7133333333
1/13/18 16:00,52.46,61.36,39699,9217.75,22.3,3551.66666666666,16478.8333333333
1/13/18 16:30,64.6,75.1,41186,9174.25,0.742,3958.5,17340.15
1/13/18 17:00,75.91,84.13,42205,9092.25,0.00507,4167.75,16973.79743083
1/13/18 17:30,78.09,85.63,42314,9098.25,0,4232,16885.5
1/13/18 18:00,74.92,85.52,41934,8973,0.00199,4232,16887.25
1/13/18 18:30,70.36,75.62,41045,8824.25,0,4232,16882.5
1/13/18 19:00,57.63,67.4,40172,8882.75,0.00231,3968.75,16874.25
1/13/18 19:30,53.4,59.93,38867,8985,0.00212,3479.3,16639.25
1/13/18 20:00,52.7,64.07,37749,8785.25,0,3245.25,15915.8333333333
1/13/18 20:30,50.9,56.35,36225,8683.25,0,2947.5,14855.75
1/13/18 21:00,48.64,51.65,34879,8631.25,0,2437.5,13226.3333333333
1/13/18 21:30,47.46,53.6,33513,8501.25,0,1914.58333333333,12433.275
1/13/18 22:00,47.41,47.52,32053,8232.75,0,1407.49999999999,12119.75
1/13/18 22:30,45.83,47.21,31054,7944.75,0,865,11952.25
1/13/18 23:00,43.12,44.65,29583,7683.75,0.0000465,645,10807.8333333333
1/13/18 23:30,41.66,47.37,28689,7599.5,0,645,10097.3333333333
1/14/18 0:00,41.92,44.22,28318,7315.25,0,645,9921.5
1/14/18 0:30,42.8,44.31,28594,7263.25,0,645,9910.5
1/14/18 1:00,47,47.26,28127,7261,0,645,9731.875
1/14/18 1:30,46.94,53.2,27260,7116.75,0,645,9616.75
1/14/18 2:00,44.8,45.31,26617,6860.25,0,645,9368.75
1/14/18 2:30,43.52,49.75,26407,6799.75,0,645,9422.5
1/14/18 3:00,42.26,47.59,25863,6879.25,0,529.166666666666,9423.5
1/14/18 3:30,41.7,42.83,25186,6943.5,0,450,8979.75
1/14/18 4:00,41.52,45.77,24803,7170.5,0,450,8733.75
1/14/18 4:30,40.57,43.15,24450,7008.5,0,450,8587.5
1/14/18 5:00,41.43,47.2,24431,7045.25,0,450,8375.5
1/14/18 5:30,39.88,44.09,24572,7198.25,0,450,8498.25
1/14/18 6:00,41.66,46.66,25387,7262,0,425,8460.75
1/14/18 6:30,40.8,44.42,26016,7422.25,0,350,8640.19999999999
1/14/18 7:00,29.93,33.38,27034,7450.25,0,350,9414.6
1/14/18 7:30,29.6,36.33,27913,7615.25,0,350,9900.4
1/14/18 8:00,30.4,35.36,29489,7563.75,0.0000247,350,10492.5
1/14/18 8:30,34.07,29.77,31246,7635,0.746,350,11259.5
1/14/18 9:00,45.36,41.7,33099,7599,24.2,569,12281.75
1/14/18 9:30,45.41,45.28,34504,7633.75,117,832.25,13704.125
1/14/18 10:00,46.25,42.65,35691,7690.5,264,1209.25,14464.75
1/14/18 10:30,45.41,40.79,36248,7828.25,470,1517.875,14895.75
1/14/18 11:00,48.48,46.01,36664,7922,689,1640,15282.75
1/14/18 11:30,48.99,44.68,36919,8103,894,1640,15510.3333333333
1/14/18 12:00,48.93,48.51,37069,8136.5,921,1640,15699.5
1/14/18 12:30,49.17,45.17,37320,8247.5,997,1640,15690.75
1/14/18 13:00,46.74,44.25,37461,8264.75,1040,1612.5,15681.25
1/14/18 13:30,44.21,44.1,37343,8223,949,1607.25,15501.25
1/14/18 14:00,43.81,38.83,37279,8268.75,739,1524.25,15337.75
1/14/18 14:30,43.22,44.47,37399,8475.75,576,1465.5,15275.75
1/14/18 15:00,53.98,62,37880,8567,422,1760.58333333333,15685.75
1/14/18 15:30,53.45,63.55,38845,8736,265,2124.66666666666,16049.75
1/14/18 16:00,53.68,59.75,40318,8832.25,84.9,2355.25,16461
1/14/18 16:30,66.46,76.29,42212,9047.5,6.9,2555.25,17062.75
1/14/18 17:00,69.98,80.22,42940,9166.75,0.0047,2615,17228.25
1/14/18 17:30,68.98,74.33,42599,9492.75,0.00191,2615,17228
1/14/18 18:00,59.93,69.6,42325,9602.5,0,2552.5,17224.5
1/14/18 18:30,55.91,61.71,41335,9865.75,0,2277.5,16719.45
1/14/18 19:00,50.83,57.88,39980,10137.5,0.00183,1899.75,15229.2129629629
1/14/18 19:30,50.81,60.3,38686,10270.75,0.00374,1723,13471.8333333333
1/14/18 20:00,50.51,61.77,37523,10491.25,0.0000165,1535,11995.3333333333
1/14/18 20:30,49.86,55.76,35758,10623.25,0,1269.58333333333,10189.875
1/14/18 21:00,51.51,58.51,33881,11031.75,0.00389,808.333333333333,8176.39166666666
1/14/18 21:30,48.72,50.01,31790,11237.75,0.00206,645,6890.95652173913
1/14/18 22:00,45.64,47.76,29839,11778.25,0,645,6204.25
1/14/18 22:30,45.85,49.58,27938,11678.25,0.00204,594.166666666666,5127.41666666666
1/14/18 23:00,42.5,45.83,25943,11974,0.00191,450,3425.06666666666
1/14/18 23:30,32.11,35.6,24845,12071.5,0,450,3065.8409090909
1/15/18 0:00,36.96,39.1,24543,12210,0.00406,450,3327
1/15/18 0:30,42.46,48.37,24952,12164.25,0,450,3326.5
1/15/18 1:00,41.19,46.06,24759,12168.75,0,450,3272
1/15/18 1:30,39.15,41.37,24193,12107.5,0.00426,450,3194
1/15/18 2:00,38.64,43.81,23835,12323.25,0,935,3131.5
1/15/18 2:30,38.49,42.08,23752,12117,0,935,3101.5
1/15/18 3:00,39.17,41.21,23452,11886.5,0,935,2885
1/15/18 3:30,39,42.45,23059,11846.75,0,935,2784.5
1/15/18 4:00,39.02,41.44,22936,11444.75,0,935,2684
1/15/18 4:30,39.66,42.27,23177,11213.25,0,954.333333333333,2897.42857142857
1/15/18 5:00,44.43,51.2,24083,11155.25,0,1006,3349.51666666666
1/15/18 5:30,44.57,48.84,25634,10975,0.00418,1113,4083.27142857142
1/15/18 6:00,57.24,58.62,29227,10844.25,0.0113,1421,6364.6
1/15/18 6:30,54.58,60.34,32727,10758.5,0.00196,1862.5,8824.325
1/15/18 7:00,52.64,55.88,36647,10539.75,0.00791,2367.75,13108.8833333333
1/15/18 7:30,56.45,62.66,38206,10310.75,0,2607,15192.8666666666
1/15/18 8:00,67.41,71.11,39245,10007.75,0.00223,2848.66666666666,15709.75
1/15/18 8:30,68.24,66.49,39519,9945.5,0.643,2915,16062.75
1/15/18 9:00,74.86,74.74,40362,9834.75,28.8,2915,16292.8333333333
1/15/18 9:30,74.39,69.98,40950,10076.75,72.4,2915,16425.25
1/15/18 10:00,69.95,66.23,41313,10146.5,200,3352.5,16421.4583333333
1/15/18 10:30,66.5,67.34,41664,10262.5,409,3415,16732.8333333333
1/15/18 11:00,56.74,55.28,41779,10393.75,632,3415,16990.75
1/15/18 11:30,56.31,57.98,41645,10474,728,3415,16614.5
1/15/18 12:00,56.41,53.09,41475,10643,1010,3415,16804
1/15/18 12:30,53.79,49.06,40875,10793,1290,3415,16793.5
1/15/18 13:00,50.63,51.35,40345,10964.25,1470,3205,16288.0833333333
1/15/18 13:30,49.99,50.89,39671,11209.75,1700,3135,16123.5
1/15/18 14:00,48.91,45.05,39554,11317.75,1690,3068.75,15617.425
1/15/18 14:30,47.75,48.46,39469,11426.25,1410,2860,14718
1/15/18 15:00,48.78,54.64,39638,11528.75,1000,2843.33333333333,14505.4166666666
1/15/18 15:30,49.96,61.35,40715,11615.75,606,3183.08333333333,15184.5
1/15/18 16:00,49.65,60.15,41485,11822,193,3477,16132.9166666666
1/15/18 16:30,55.36,64.73,43847,11735.75,17.8,3803.75,17533.75
1/15/18 17:00,58.63,65.73,45276,11910,0.0245,3875,17706.25
1/15/18 17:30,58.33,65.33,45353,11912.5,0.00427,3875,17364.5833333333
1/15/18 18:00,58.36,63.4,44941,11866.75,0.0102,3875,17004.75
1/15/18 18:30,57.35,65.14,44188,11848,0.00873,3875,16974
1/15/18 19:00,55.32,65.17,43665,11866.5,0.00426,3611.75,16752.5416666666
1/15/18 19:30,52.35,61.76,42392,11760.75,0.0134,3113.3,16186.8333333333
1/15/18 20:00,51.82,57.75,41187,11652.25,0,2781,14419.625
1/15/18 20:30,50.88,57.78,39045,11767.25,0.00218,2483.5,12873.55
1/15/18 21:00,50.4,52.84,37204,11683.75,0,2420,10882.9333333333
1/15/18 21:30,48.12,51.72,34729,11695.75,0,2374.16666666666,9412.53409090909
1/15/18 22:00,47.98,50.1,32546,11823.5,0.00189,1949.16666666666,7871.875
1/15/18 22:30,44.85,49.65,30568,11595.75,0,1304.16666666666,7016.125
1/15/18 23:00,43.12,48.68,28255,11801.5,0,705,5323.175
1/15/18 23:30,45.59,48.16,27012,12057.5,0,485,4214.3409090909
1/16/18 0:00,49.5,52.02,26760,11954.75,0,485,3925.25
1/16/18 0:30,51.96,53.33,27201,11900.5,0,485,4051
